,prix,kilometrage,energie,capacite,cO2,transmission,portes,CV,date
1408,15990.0,36004.0,Diesel,5.0,123.0,Manuelle,4.0,6.0,2019.0
1409,32990.0,9500.0,Essence,7.0,109.0,Automatique,4.0,6.0,2020.0
1410,29990.0,9820.0,Essence,5.0,113.0,Manuelle,4.0,7.0,2020.0
1411,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1412,29990.0,10864.0,Diesel,5.0,106.0,Manuelle,4.0,6.0,2020.0
1413,19990.0,5369.0,Essence,5.0,96.0,Manuelle,4.0,5.0,2020.0
1414,33590.0,10589.0,Essence,5.0,109.0,Automatique,4.0,6.0,2020.0
1415,14490.0,40759.0,Essence,5.0,103.0,Manuelle,4.0,5.0,2017.0
1416,17490.0,12249.0,Essence,5.0,96.0,Manuelle,4.0,5.0,2020.0
1417,11490.0,39063.0,Essence,5.0,105.0,Manuelle,4.0,4.0,2019.0
1418,16890.0,27603.0,Diesel,5.0,109.0,Manuelle,4.0,5.0,2018.0
1419,12990.0,41719.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2018.0
1420,27890.0,27320.0,Diesel,5.0,99.0,Automatique,4.0,6.0,2019.0
1421,15490.0,68258.0,Diesel,5.0,119.0,Manuelle,4.0,6.0,2017.0
1422,25990.0,10378.0,Essence,5.0,,Automatique,4.0,10.0,2018.0
1423,10990.0,97874.0,Diesel,2.0,92.0,Manuelle,4.0,6.0,2018.0
1424,13790.0,20550.0,Essence,,96.0,Manuelle,4.0,4.0,
1425,15690.0,18764.0,Essence,,115.0,Manuelle,4.0,7.0,
1426,16990.0,10781.0,Essence,,104.0,Manuelle,4.0,6.0,
1427,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1428,18790.0,8041.0,Essence,,104.0,Manuelle,4.0,6.0,
1429,10790.0,71750.0,Essence,5.0,113.0,Manuelle,4.0,5.0,2015.0
1430,10790.0,64035.0,Essence,5.0,114.0,Manuelle,4.0,5.0,2018.0
1431,11990.0,119012.0,Diesel,5.0,122.0,Automatique,4.0,7.0,2017.0
1432,12290.0,26360.0,Essence,5.0,104.0,Manuelle,4.0,4.0,2018.0
1433,12790.0,16357.0,Essence,5.0,108.0,Manuelle,4.0,4.0,2019.0
1434,12990.0,15345.0,Essence,5.0,108.0,Manuelle,4.0,4.0,2019.0
1435,13590.0,15943.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
1436,15690.0,13943.0,Essence,5.0,93.0,Manuelle,4.0,4.0,2019.0
1437,15990.0,35098.0,Diesel,5.0,86.0,Manuelle,4.0,5.0,2019.0
1438,16490.0,22567.0,Diesel,5.0,116.0,Manuelle,4.0,6.0,2019.0
1439,16890.0,30774.0,Essence,5.0,103.0,Manuelle,4.0,5.0,2018.0
1440,16990.0,20385.0,Essence,5.0,105.0,Manuelle,4.0,5.0,2019.0
1441,22990.0,62254.0,Essence,5.0,129.0,Automatique,4.0,9.0,2017.0
1442,23900.0,19721.0,Diesel,5.0,94.0,Automatique,4.0,6.0,2019.0
1443,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1444,32990.0,19126.0,Diesel,7.0,98.0,Automatique,4.0,6.0,2019.0
1445,12999.0,77426.0,Essence,5.0,113.0,Manuelle,4.0,6.0,2018.0
1446,13299.0,80432.0,Essence,5.0,113.0,Manuelle,4.0,6.0,2018.0
1447,13999.0,52137.0,Essence,5.0,116.0,Manuelle,4.0,4.0,2019.0
1448,13999.0,73360.0,Essence,5.0,,Manuelle,4.0,5.0,2017.0
1449,17999.0,34369.0,Essence,5.0,130.0,Manuelle,4.0,9.0,2016.0
1450,20699.0,31742.0,Diesel,5.0,115.0,Manuelle,4.0,6.0,2019.0
1451,39999.0,4695.0,Diesel,,,Manuelle,4.0,10.0,2020.0
1452,3990.0,106000.0,Essence,,,Manuelle,2.0,4.0,
1453,4490.0,212000.0,Diesel,,,Manuelle,,,2011.0
1454,16790.0,51390.0,Diesel,5.0,127.0,Manuelle,5.0,7.0,2019.0
1455,19500.0,45091.0,Diesel,5.0,133.0,Manuelle,5.0,7.0,2017.0
1456,28990.0,29290.0,Diesel,5.0,124.0,Automatique,4.0,9.0,2018.0
1457,8590.0,95539.0,Essence,4.0,95.0,Manuelle,4.0,4.0,2014.0
1458,9990.0,18500.0,Essence,5.0,120.0,Manuelle,4.0,5.0,2016.0
1459,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1460,11390.0,17477.0,Essence,4.0,128.0,Manuelle,2.0,4.0,2019.0
1461,12890.0,23897.0,Essence,5.0,105.0,Manuelle,4.0,5.0,2019.0
1462,13590.0,9470.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
1463,14990.0,32076.0,Essence,5.0,112.0,Manuelle,4.0,4.0,2019.0
1464,15690.0,44347.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2017.0
1465,15990.0,15545.0,Diesel,5.0,86.0,Manuelle,4.0,5.0,2019.0
1466,16490.0,9937.0,Diesel,5.0,93.0,Manuelle,4.0,5.0,2018.0
1467,19290.0,17650.0,Essence,5.0,104.0,Manuelle,4.0,5.0,2019.0
1468,19490.0,39678.0,Diesel,5.0,92.0,Manuelle,4.0,6.0,2019.0
1469,20290.0,2500.0,Essence,5.0,156.0,Manuelle,4.0,6.0,2020.0
1470,21490.0,15280.0,Electrique,5.0,-1.0,Automatique,4.0,1.0,2018.0
1471,23290.0,10000.0,Essence,5.0,129.0,Manuelle,4.0,7.0,2020.0
1472,23490.0,6000.0,Essence,5.0,129.0,Manuelle,4.0,7.0,2020.0
1473,24990.0,16512.0,Diesel,5.0,114.0,Manuelle,4.0,7.0,2019.0
1474,26590.0,22360.0,Diesel,5.0,98.0,Automatique,4.0,6.0,2019.0
1475,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1476,46490.0,19780.0,Hybride,5.0,33.0,Automatique,4.0,9.0,2020.0
1477,10990.0,169000.0,Diesel,5.0,246.0,Automatique,4.0,15.0,2009.0
1478,15818.0,20565.0,Essence,,117.0,Manuelle,4.0,7.0,
1479,18990.0,13908.0,Essence,5.0,114.0,Automatique,4.0,6.0,2019.0
1480,10990.0,45000.0,Diesel,,,Manuelle,4.0,,2016.0
1481,17990.0,23749.0,Diesel,,105.0,Automatique,4.0,6.0,
1482,47490.0,7000.0,Hybride,5.0,30.0,Automatique,4.0,11.0,2020.0
1483,21990.0,19986.0,Diesel,5.0,99.0,Automatique,4.0,6.0,2019.0
1484,41820.0,3000.0,Essence,7.0,,,,7.0,2017.0
1485,16590.0,71755.0,Diesel,5.0,,Manuelle,4.0,6.0,2018.0
1486,17990.0,24604.0,Essence,5.0,112.0,Manuelle,4.0,7.0,2019.0
1487,17890.0,33643.0,Diesel,5.0,98.0,Manuelle,4.0,5.0,2018.0
1488,18990.0,77785.0,Diesel,7.0,139.0,Automatique,4.0,7.0,2016.0
1489,28490.0,34089.0,Diesel,5.0,111.0,Manuelle,4.0,7.0,2019.0
1490,17880.0,10900.0,Essence,5.0,,Manuelle,4.0,6.0,
1491,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1492,17890.0,15891.0,Essence,5.0,,Manuelle,4.0,6.0,
1493,19990.0,19366.0,Diesel,5.0,102.0,Automatique,4.0,6.0,2019.0
1494,26990.0,8500.0,Diesel,5.0,106.0,Manuelle,4.0,6.0,2020.0
1495,12990.0,35166.0,Essence,5.0,,Manuelle,4.0,6.0,2019.0
1496,20990.0,4564.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
1497,16990.0,59500.0,Essence,7.0,143.0,Manuelle,4.0,8.0,2017.0
1498,12990.0,10798.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
1499,16990.0,16211.0,Essence,5.0,149.0,Automatique,4.0,8.0,2017.0
1500,29990.0,16276.0,Essence,5.0,156.0,Automatique,4.0,7.0,2020.0
1501,19490.0,15636.0,Essence,5.0,105.0,Manuelle,4.0,6.0,2020.0
1502,17690.0,2500.0,Essence,5.0,96.0,Manuelle,4.0,5.0,2019.0
1503,26990.0,3457.0,Diesel,5.0,120.0,Manuelle,4.0,5.0,2020.0
1504,12690.0,23977.0,Essence,5.0,108.0,Manuelle,4.0,4.0,2019.0
1505,18990.0,14363.0,Essence,5.0,,Automatique,4.0,6.0,2019.0
1506,27990.0,19181.0,Diesel,7.0,106.0,Manuelle,4.0,6.0,2019.0
1507,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1508,29990.0,46096.0,Diesel,5.0,126.0,Semi automatique,4.0,7.0,2018.0
1509,9990.0,67976.0,Diesel,5.0,82.0,Manuelle,4.0,4.0,2017.0
1511,12990.0,35166.0,Essence,5.0,,Manuelle,4.0,6.0,2019.0
1512,20990.0,4564.0,Essence,5.0,,Manuelle,4.0,5.0,2020.0
1513,16990.0,59500.0,Essence,7.0,143.0,Manuelle,4.0,8.0,2017.0
1514,12990.0,10798.0,Essence,5.0,127.0,Manuelle,4.0,5.0,2019.0
1515,16990.0,16211.0,Essence,5.0,149.0,Automatique,4.0,8.0,2017.0
1516,29990.0,16276.0,Essence,5.0,156.0,Automatique,4.0,7.0,2020.0
1517,19490.0,15636.0,Essence,5.0,105.0,Manuelle,4.0,6.0,2020.0
1518,17690.0,2500.0,Essence,5.0,96.0,Manuelle,4.0,5.0,2019.0
1519,26990.0,3457.0,Diesel,5.0,120.0,Manuelle,4.0,5.0,2020.0
1520,12690.0,23977.0,Essence,5.0,108.0,Manuelle,4.0,4.0,2019.0
1521,18990.0,14363.0,Essence,5.0,,Automatique,4.0,6.0,2019.0
1522,27990.0,19181.0,Diesel,7.0,106.0,Manuelle,4.0,6.0,2019.0
1523,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1524,29990.0,46096.0,Diesel,5.0,126.0,Semi automatique,4.0,7.0,2018.0
1525,9990.0,67976.0,Diesel,5.0,82.0,Manuelle,4.0,4.0,2017.0
1526,9990.0,81961.0,Diesel,5.0,82.0,Manuelle,4.0,4.0,2018.0
1527,12990.0,62435.0,Diesel,5.0,95.0,Manuelle,4.0,5.0,2018.0
1528,10490.0,53404.0,Diesel,5.0,82.0,Manuelle,4.0,4.0,2018.0
1529,8990.0,27231.0,Essence,4.0,95.0,Manuelle,4.0,4.0,2017.0
1530,34990.0,32879.0,Diesel,5.0,104.0,Automatique,4.0,6.0,2018.0
1531,27990.0,35449.0,Diesel,5.0,104.0,Manuelle,4.0,6.0,2017.0
1532,28990.0,3598.0,Essence,5.0,141.0,Automatique,4.0,7.0,2020.0
1533,15990.0,17855.0,Essence,5.0,119.0,Automatique,2.0,6.0,2018.0
1534,54990.0,19500.0,Hybride,5.0,30.0,Automatique,4.0,11.0,2020.0
1535,29990.0,20317.0,Essence,5.0,119.0,Automatique,4.0,8.0,2019.0
1536,11300.0,70000.0,Diesel,5.0,,Manuelle,4.0,,
1537,10980.0,48500.0,Essence,5.0,,Manuelle,4.0,4.0,
1538,12990.0,11644.0,Essence,5.0,,Manuelle,4.0,4.0,
1539,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1540,22980.0,7294.0,Diesel,5.0,,Manuelle,4.0,5.0,
1541,28980.0,13820.0,Diesel,5.0,,Automatique,4.0,7.0,
1542,14980.0,21448.0,Diesel,5.0,,Manuelle,4.0,5.0,
1543,14980.0,21190.0,Diesel,5.0,,Manuelle,4.0,5.0,
1544,17480.0,5931.0,Essence,5.0,,Automatique,4.0,6.0,
1545,17480.0,9491.0,Essence,5.0,,Automatique,4.0,6.0,
1546,17480.0,7189.0,Essence,5.0,,Automatique,4.0,6.0,
1547,17480.0,9128.0,Essence,5.0,,Automatique,4.0,6.0,
1548,17480.0,6030.0,Essence,5.0,,Automatique,4.0,6.0,
1549,28980.0,2290.0,Diesel,5.0,,Automatique,4.0,7.0,
1550,14480.0,12400.0,Diesel,5.0,,Manuelle,4.0,6.0,
1551,14480.0,21590.0,Diesel,5.0,,Manuelle,4.0,6.0,
1552,9980.0,147500.0,Diesel,5.0,,Manuelle,4.0,8.0,
1553,20980.0,32800.0,Diesel,5.0,105.0,Manuelle,4.0,6.0,2019.0
1554,13490.0,44490.0,Essence,5.0,103.0,Manuelle,5.0,5.0,2017.0
1555,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1556,3900.0,216000.0,Diesel,5.0,123.0,Manuelle,4.0,7.0,2007.0
1558,14980.0,21448.0,Diesel,5.0,,Manuelle,4.0,5.0,
1559,14980.0,21190.0,Diesel,5.0,,Manuelle,4.0,5.0,
1560,17480.0,5931.0,Essence,5.0,,Automatique,4.0,6.0,
1561,17480.0,9491.0,Essence,5.0,,Automatique,4.0,6.0,
1562,17480.0,7189.0,Essence,5.0,,Automatique,4.0,6.0,
1563,17480.0,9128.0,Essence,5.0,,Automatique,4.0,6.0,
1564,17480.0,6030.0,Essence,5.0,,Automatique,4.0,6.0,
1565,28980.0,2290.0,Diesel,5.0,,Automatique,4.0,7.0,
1566,14480.0,12400.0,Diesel,5.0,,Manuelle,4.0,6.0,
1567,14480.0,21590.0,Diesel,5.0,,Manuelle,4.0,6.0,
1568,9980.0,147500.0,Diesel,5.0,,Manuelle,4.0,8.0,
1569,20980.0,32800.0,Diesel,5.0,105.0,Manuelle,4.0,6.0,2019.0
1570,13490.0,44490.0,Essence,5.0,103.0,Manuelle,5.0,5.0,2017.0
1571,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1572,3900.0,216000.0,Diesel,5.0,123.0,Manuelle,4.0,7.0,2007.0
1573,3290.0,227000.0,Diesel,5.0,,Manuelle,5.0,5.0,
1574,2490.0,225000.0,Diesel,5.0,133.0,Manuelle,4.0,5.0,2003.0
1575,94500.0,49990.0,Hybride,5.0,,Automatique,5.0,19.0,
1576,84990.0,85500.0,Hybride,4.0,,Automatique,4.0,19.0,2018.0
1577,41990.0,11500.0,Essence,,,Automatique,5.0,19.0,
1578,5900.0,57600.0,Essence,4.0,,Manuelle,5.0,3.0,
1579,10490.0,25200.0,Essence,5.0,,Manuelle,5.0,4.0,
1580,19900.0,83990.0,Diesel,7.0,,Manuelle,5.0,7.0,
1581,10990.0,46000.0,Essence,5.0,,Automatique,4.0,6.0,2014.0
1582,10900.0,34853.0,Essence,5.0,113.0,,4.0,5.0,2019.0
1583,9400.0,36247.0,Essence,5.0,115.0,,2.0,4.0,2019.0
1584,9900.0,31266.0,Essence,5.0,127.0,,2.0,5.0,2019.0
1585,15200.0,12693.0,Essence,5.0,104.0,,4.0,6.0,2020.0
1586,28900.0,17703.0,Essence,7.0,113.0,,4.0,7.0,2020.0
1587,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1588,18200.0,10631.0,Diesel,5.0,104.0,,4.0,5.0,2020.0
1589,7400.0,39820.0,Essence,4.0,112.0,,4.0,4.0,2017.0
1590,15700.0,13097.0,Essence,5.0,104.0,,4.0,6.0,2020.0
1591,17300.0,12941.0,Essence,5.0,104.0,,4.0,6.0,2020.0
1592,20200.0,20714.0,Diesel,5.0,92.0,,4.0,6.0,2020.0
1593,20990.0,10646.0,Essence,5.0,103.0,,4.0,6.0,2020.0
1594,29900.0,15914.0,Diesel,7.0,98.0,,4.0,6.0,2020.0
1595,11490.0,109000.0,Diesel,7.0,,Manuelle,4.0,6.0,2015.0
1596,16290.0,40300.0,Essence,5.0,,Manuelle,4.0,6.0,2017.0
1597,8990.0,136000.0,Diesel,5.0,,Manuelle,4.0,6.0,2013.0
1598,6490.0,80754.0,Essence,5.0,137.0,Manuelle,4.0,5.0,2012.0
1599,9500.0,27654.0,Essence,5.0,113.0,,4.0,4.0,2019.0
1600,12200.0,15830.0,Essence,5.0,93.0,,4.0,4.0,2020.0
1601,28900.0,11825.0,Diesel,5.0,98.0,,4.0,6.0,2020.0
1602,25900.0,15881.0,Essence,5.0,109.0,,4.0,6.0,2020.0
1603,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1604,7900.0,25813.0,Essence,4.0,108.0,,4.0,4.0,2019.0
1605,11900.0,43797.0,Essence,5.0,105.0,,4.0,5.0,2019.0
1606,2990.0,240000.0,Diesel,5.0,140.0,Manuelle,4.0,5.0,2008.0
1607,3490.0,208000.0,Diesel,5.0,119.0,Manuelle,2.0,4.0,2008.0
1608,3990.0,151000.0,Essence,5.0,185.0,Automatique,4.0,7.0,2007.0
1609,3990.0,154600.0,Diesel,5.0,117.0,Manuelle,4.0,4.0,2009.0
1610,5990.0,198650.0,Diesel,5.0,167.0,Automatique,4.0,8.0,2005.0
1611,5990.0,161500.0,Diesel,5.0,132.0,Manuelle,4.0,6.0,2006.0
1612,6200.0,145000.0,Diesel,5.0,109.0,Manuelle,2.0,5.0,2012.0
1613,6400.0,172390.0,Diesel,5.0,109.0,Manuelle,4.0,6.0,2011.0
1614,7490.0,187000.0,Diesel,5.0,88.0,Manuelle,4.0,5.0,2013.0
1615,7900.0,158100.0,Diesel,5.0,119.0,Manuelle,4.0,7.0,2011.0
1616,7900.0,131350.0,Diesel,5.0,99.0,Manuelle,4.0,6.0,2012.0
1617,8900.0,39705.0,Essence,5.0,132.0,,4.0,5.0,2018.0
1618,1990.0,201400.0,Essence,5.0,149.0,Manuelle,4.0,5.0,2004.0
1619,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1620,2790.0,132000.0,Diesel,5.0,120.0,Manuelle,4.0,4.0,2004.0
1621,3400.0,194250.0,Diesel,5.0,,Manuelle,4.0,7.0,
1622,3990.0,237417.0,Diesel,5.0,,Manuelle,4.0,8.0,
1623,4990.0,194900.0,Diesel,5.0,147.0,Manuelle,4.0,9.0,2011.0
1624,4990.0,252000.0,Diesel,5.0,158.0,Automatique,4.0,8.0,2009.0
1625,9500.0,33207.0,Essence,5.0,113.0,,4.0,4.0,2019.0
1626,12900.0,41333.0,Essence,5.0,140.0,,4.0,6.0,2018.0
1627,9900.0,46133.0,Essence,5.0,113.0,,4.0,5.0,2018.0
1628,8900.0,50361.0,Essence,5.0,114.0,,4.0,5.0,2018.0
1629,8900.0,48950.0,Essence,5.0,109.0,,4.0,4.0,2018.0
1630,9500.0,41385.0,Essence,5.0,127.0,,4.0,5.0,2019.0
1631,9900.0,34937.0,Essence,5.0,113.0,,4.0,5.0,2019.0
1632,19900.0,14059.0,Diesel,5.0,99.0,,4.0,6.0,2020.0
1633,8500.0,21591.0,Essence,4.0,111.0,,4.0,5.0,2019.0
1634,29900.0,16260.0,Diesel,7.0,102.0,,4.0,6.0,2020.0
1635,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1636,12900.0,31975.0,Essence,5.0,112.0,,4.0,7.0,2019.0
1637,10900.0,33029.0,Essence,5.0,118.0,,4.0,6.0,2018.0
1638,9500.0,34214.0,Essence,5.0,113.0,,4.0,4.0,2019.0
1639,27900.0,11418.0,Diesel,7.0,106.0,,4.0,6.0,2020.0
1640,9500.0,34592.0,Essence,5.0,113.0,,4.0,4.0,2019.0
1641,16400.0,13309.0,Diesel,5.0,104.0,,4.0,5.0,2020.0
1642,11900.0,24045.0,Essence,5.0,,,4.0,5.0,2019.0
1643,14400.0,38099.0,Essence,5.0,108.0,,4.0,5.0,2019.0
1644,19900.0,39570.0,Essence,5.0,134.0,,4.0,6.0,2018.0
1645,17200.0,17139.0,Essence,5.0,102.0,,4.0,5.0,2020.0
1646,13900.0,15509.0,Essence,5.0,96.0,,4.0,4.0,2020.0
1647,20995.0,26797.0,Essence,5.0,,Manuelle,4.0,7.0,2019.0
1648,21995.0,30309.0,Essence,5.0,,Automatique,4.0,7.0,2019.0
1649,18999.0,24407.0,Essence,5.0,,Manuelle,4.0,7.0,
1650,15690.0,3000.0,Hybride,4.0,,Manuelle,4.0,4.0,
1651,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1652,22390.0,3000.0,Hybride,5.0,,Manuelle,4.0,7.0,
1653,12999.0,58325.0,Essence,5.0,,Manuelle,4.0,4.0,
1654,20990.0,15352.0,Essence,5.0,103.0,,4.0,6.0,2020.0
1655,18800.0,11584.0,Essence,5.0,102.0,,4.0,5.0,2020.0
1656,10990.0,32000.0,Essence,5.0,104.0,Manuelle,4.0,5.0,2018.0
1657,16490.0,62000.0,Essence,5.0,134.0,Manuelle,4.0,11.0,2015.0
1658,14990.0,132300.0,Diesel,5.0,133.0,Automatique,4.0,11.0,2011.0
1659,3750.0,76518.0,Essence,5.0,154.0,Manuelle,4.0,4.0,1998.0
1660,10990.0,91500.0,Diesel,5.0,,Manuelle,4.0,5.0,2018.0
1661,5890.0,122985.0,Essence,5.0,169.0,Manuelle,4.0,7.0,2004.0
1662,11990.0,112079.0,Diesel,,107.0,Manuelle,4.0,7.0,
1663,33433.0,5650.0,Diesel,,114.0,Automatique,4.0,8.0,
1664,6990.0,131689.0,Diesel,,99.0,Manuelle,4.0,4.0,
1665,10490.0,98959.0,Essence,,139.0,Manuelle,4.0,8.0,
1666,16490.0,39900.0,Essence,,125.0,Manuelle,4.0,6.0,
1667,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1668,27590.0,5079.0,Diesel,,112.0,Manuelle,4.0,7.0,
1669,29490.0,14259.0,Diesel,,,Manuelle,4.0,7.0,
1670,32390.0,14555.0,Diesel,,126.0,Automatique,4.0,9.0,
1671,17490.0,15817.0,Essence,,122.0,Manuelle,4.0,6.0,
1672,28080.0,8365.0,Diesel,,112.0,Manuelle,4.0,7.0,
1673,18390.0,5772.0,Essence,,,Manuelle,4.0,6.0,
1674,18490.0,8397.0,Essence,,,Manuelle,4.0,6.0,
1675,19190.0,3370.0,Essence,,,Manuelle,4.0,6.0,
1676,15290.0,45273.0,Diesel,,,Manuelle,4.0,6.0,
1677,27990.0,13674.0,Essence,,113.0,Manuelle,4.0,7.0,
1678,27990.0,20044.0,Essence,,118.0,Manuelle,4.0,7.0,
1679,27990.0,16885.0,Essence,,118.0,Manuelle,4.0,7.0,
1680,19990.0,11086.0,Essence,,103.0,Manuelle,4.0,7.0,
1681,19990.0,18023.0,Essence,,,Manuelle,4.0,7.0,
1682,19990.0,13844.0,Essence,,103.0,Manuelle,4.0,7.0,
1683,20499.0,10.0,Essence,,100.0,Manuelle,4.0,5.0,2019.0
1684,12990.0,37116.0,Essence,,145.0,Manuelle,4.0,7.0,
1685,16490.0,26295.0,Essence,,104.0,Manuelle,4.0,5.0,
1686,16990.0,11289.0,Essence,,104.0,Manuelle,4.0,5.0,
1687,9990.0,106000.0,Diesel,,93.0,Manuelle,4.0,5.0,
1688,9990.0,48832.0,Essence,,143.0,Manuelle,4.0,6.0,
1689,12790.0,92815.0,Diesel,,114.0,Manuelle,4.0,7.0,
1690,13990.0,63367.0,Essence,,116.0,Manuelle,4.0,7.0,
1691,17290.0,14117.0,Essence,,,Automatique,4.0,5.0,
1692,14790.0,71695.0,Diesel,,120.0,Manuelle,4.0,6.0,
1693,18790.0,40753.0,Essence,,113.0,Manuelle,4.0,7.0,
1694,14990.0,30318.0,Essence,,,Manuelle,4.0,6.0,
1695,16190.0,39714.0,Essence,,102.0,Manuelle,4.0,6.0,
1696,18290.0,31023.0,Essence,,129.0,Automatique,4.0,6.0,
1697,18690.0,28765.0,Essence,,129.0,Automatique,4.0,6.0,
1698,18290.0,25633.0,Diesel,,92.0,Manuelle,4.0,7.0,
1699,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1700,13190.0,19519.0,Essence,,129.0,Manuelle,4.0,5.0,
1701,13840.0,13206.0,Essence,,,Manuelle,4.0,4.0,
1702,13840.0,13549.0,Essence,,,Manuelle,4.0,4.0,
1703,13990.0,10983.0,Essence,,,Manuelle,4.0,4.0,
1704,13790.0,14476.0,Essence,,,Manuelle,4.0,4.0,
1705,11190.0,103635.0,Diesel,,95.0,Automatique,4.0,5.0,
1706,15490.0,93712.0,Diesel,,122.0,Automatique,4.0,7.0,
1707,21990.0,87454.0,Diesel,,112.0,Automatique,4.0,6.0,
1708,24490.0,44870.0,Diesel,,127.0,Manuelle,4.0,10.0,
1709,21890.0,114763.0,Diesel,,107.0,Automatique,4.0,9.0,
1710,29990.0,26597.0,Diesel,,,Automatique,4.0,8.0,
1711,16990.0,37797.0,Diesel,,104.0,Manuelle,2.0,6.0,
1712,20490.0,47309.0,,,,Automatique,4.0,5.0,
1713,29990.0,91141.0,Diesel,,115.0,Automatique,4.0,8.0,
1714,8790.0,47213.0,Essence,,125.0,Manuelle,4.0,5.0,
1715,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1716,11490.0,116010.0,Diesel,,99.0,Automatique,4.0,6.0,
1717,17990.0,13572.0,Essence,,103.0,Manuelle,4.0,7.0,
1718,18290.0,19594.0,Diesel,,92.0,Manuelle,4.0,7.0,
1719,20990.0,25458.0,,,79.0,Automatique,4.0,5.0,
1720,27990.0,19416.0,Essence,,117.0,Manuelle,4.0,7.0,
1721,11990.0,75182.0,Diesel,,95.0,Manuelle,4.0,6.0,
1722,14990.0,28322.0,Essence,,109.0,Manuelle,2.0,5.0,
1723,17990.0,65624.0,,,86.0,Automatique,4.0,4.0,
1724,12490.0,40040.0,Diesel,,85.0,Manuelle,4.0,4.0,
1725,15990.0,17885.0,Diesel,,97.0,Manuelle,4.0,5.0,
1726,16290.0,64012.0,Diesel,,120.0,Manuelle,4.0,7.0,
1727,16990.0,69558.0,,,86.0,Automatique,4.0,4.0,
1728,28990.0,19582.0,,,107.0,Automatique,4.0,9.0,
1729,15490.0,14269.0,Diesel,,102.0,Automatique,4.0,6.0,
1730,19990.0,58085.0,Diesel,,123.0,Manuelle,4.0,8.0,
1731,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1732,18490.0,31458.0,Essence,,119.0,Manuelle,4.0,6.0,
1733,27490.0,21685.0,Diesel,,102.0,Automatique,4.0,6.0,
1734,15990.0,44214.0,Diesel,,149.0,Automatique,4.0,6.0,
1735,18490.0,45240.0,Diesel,,117.0,Automatique,4.0,8.0,
1736,3500.0,90736.0,Essence,4.0,106.0,Manuelle,4.0,4.0,2010.0
1737,9190.0,78800.0,Diesel,5.0,104.0,Manuelle,4.0,5.0,2015.0
1738,8290.0,111800.0,Diesel,5.0,,Manuelle,4.0,5.0,2013.0
1739,19500.0,189000.0,Essence,5.0,160.0,Automatique,4.0,16.0,2016.0
1740,17990.0,45200.0,Diesel,5.0,,Manuelle,,7.0,2017.0
1741,22490.0,47600.0,Essence,2.0,149.0,Manuelle,2.0,11.0,2013.0
1742,7800.0,139000.0,Diesel,,,Manuelle,4.0,6.0,2014.0
1743,25490.0,178500.0,Diesel,5.0,,Automatique,5.0,15.0,
1744,11490.0,39300.0,Essence,5.0,,Manuelle,5.0,4.0,
1745,10900.0,31900.0,Essence,5.0,104.0,Manuelle,5.0,4.0,2017.0
1746,5990.0,37500.0,Essence,,,Manuelle,4.0,4.0,2009.0
1747,21999.0,10.0,Essence,5.0,,Manuelle,4.0,6.0,2020.0
1748,5690.0,118000.0,Diesel,5.0,120.0,Manuelle,4.0,6.0,2011.0
1749,26490.0,95000.0,Diesel,,,Automatique,,,2015.0
1750,3300.0,205600.0,Essence,5.0,129.0,Manuelle,4.0,6.0,2011.0
1751,20499.0,4853.0,Diesel,5.0,,Manuelle,4.0,5.0,2020.0
1752,19999.0,9154.0,Essence,5.0,,Manuelle,4.0,5.0,
1753,26999.0,8761.0,Essence,5.0,,Automatique,4.0,6.0,2020.0
1754,20699.0,14912.0,Diesel,5.0,,Manuelle,4.0,5.0,2019.0
1755,10900.0,33332.0,Essence,5.0,113.0,,4.0,5.0,2019.0
